EID,CaptureTime,SUID,Event,Version,WireName,Headline,TimeOfArrival,LanguageString,Web_URL,Hot_Level,TimeOfUpdate,AssignedTickersId,AssignedTickersScore,Assigned_ID_BB_GLOBAL_COMPANY,Assigned_ID_BB_GLOBAL,AssignedTopicsId,Assigned_Topics_Score,AssignedPeopleId,AssignedPeopleScore,DerivedTickersId,DerivedTickersScore,Derived_ID_BB_GLOBAL_COMPANY,Derived_ID_BB_GLOBAL,DerivedTopicsId,DerivedTopicsScore,DerivedPeopleId,DerivedPeopleScore
80001,2020-11-29T22:32:14.669+00:00,QKEHPB6K50XS,UPDATE_ATTRIBUTE,ORIGINAL,BN,*SPAREBANKEN VEST TO DELIVER PLAN TO NFSA BY MARCH 31 2021,2020-11-26T11:10:23.396+00:00,ENGLISH,,0,2020-11-29T22:32:14.565+00:00,SVEG@NO,95,BBG001FGH907,BBG000DYK9K6,BIZNEWS;MSCIWORLD;FIN;ACEXCLUDE;BUSINESS;HEADS;NORWAY;EUROPE;BNK;COS;FINNEWS;SCAND;RLSHEAD;MSCIDVEUR,70;70;70;70;70;70;70;70;70;70;70;70;70;70,16183125;21277594;21833616;3906809,70;70;70;70,SVEG@NO,96,BBG001FGH907,BBG000DYK9K6,BIZNEWS;MSCIWORLD;FIN;ACEXCLUDE;CPNYCNT1;BUSINESS;BONDWIRES;HEADS;MISC;EMEAREGION;EQUITYKEY;BGOVBILLGO;NORWAY;WORLD;INDUSTRIES;DEVECO;NORDIC;EUROPE;BNK;COS;SRCRANK1;BGOVCODES;FINNEWS;SCAND;SPREGIONS;RLSHEAD;MSCIDVEUR;WEU,100;100;91;70;100;100;100;100;100;100;100;100;70;100;91;70;100;100;70;98;100;100;100;91;100;100;100;70,16183125;21277594;21833616;3906809,70;70;70;70
80001,2021-06-10T12:24:36.926+00:00,QUHJT0DWX2PV,ADD_STORY,ORIGINAL,BN,*EGYPTIAN MAY CORE CONSUMER PRICES RISE 3.41% ON YEAR,2021-06-10T12:24:36.831+00:00,ENGLISH,,0,2021-06-10T12:24:36.838+00:00,,,,,BIZNEWS;MSCIWORLD;ECOSTAT;ACEXCLUDE;BUSINESS;HEADS;INF;AFRICA;MARKETS;GOV;FEAS;EGYPT;MENA;MIDEAST;RIF;FRX;MSCIAFRICA;ECO;AME;FINNEWS;EM,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17547114,70,,,,,BIZNEWS;MSCIWORLD;ECOSTAT;ACEXCLUDE;DEBTKEY;BUSINESS;BONDWIRES;CONS;HEADS;INF;MISC;FIALL;AFRICA;MARKETS;GOV;FEAS;EGYPT;EMEAREGION;CREDITKEY;MENA;JPMFRONT;EQUITYKEY;MIDEAST;BGOVBILLGO;WORLD;FXKEY;INDUSTRIES;RIF;EGECO;ECOINDIC;FRX;MSCIAFRICA;CECO;COS;SRCRANK1;ECO;AME;BGOVCODES;FINNEWS;SPREGIONS;MSCIEMEUR;POLIRISK;EM;RATESKEY;FIASST,100;100;100;70;100;100;100;100;100;70;100;70;100;91;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;70;100;100;100;100;100;100;100;100;100;100;70;100;100;70,17547114,70
80178,2021-07-17T12:41:32.842+00:00,QWE398MB2SJP,ADD_STORY,ORIGINAL,NS6,Detik: Panglima TNI: 55 RT Zona Merah di DIY Akan Diawasi Ketat,2021-07-17T12:41:32.540+00:00,INDONESIAN,https://news.detik.com/berita-jawa-tengah/d-5647305/panglima-tni-55-rt-zona-merah-di-diy-akan-diawasi-ketat?tag_from=wp_hl_img,0,2021-07-17T12:41:32.546+00:00,,,,,,,,,,,,,VIRALILL;GENHEA;MISC;INFECT;ILLNESS;SRCRANK2;CORONAVIR,50;50;100;50;50;100;50,,
80001,2021-08-02T22:04:22.909+00:00,QWWOIZDWX2PS,UPDATE_ATTRIBUTE,ORIGINAL,BN,"*KARNATAKA BANK 1Q INTEREST EXPENSE 9.49B RUPEES, -12% Y/Y",2021-07-27T13:37:47.346+00:00,ENGLISH,,0,2021-08-02T22:04:22.782+00:00,KBL@IN,95,BBG001GGJPC5,BBG000BQDVB4,BIZNEWS;MSCIWORLD;FIN;ERN;ACEXCLUDE;BUSINESS;HEADS;SOUTHASIA;CMPPUB;BRIC;CMP;BNK;MSCIEMAS;COS;FINNEWS;INDIA;EM;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,16233505,70,KBL@IN,96,BBG001GGJPC5,BBG000BQDVB4,BIZNEWS;MSCIWORLD;FIN;ERN;ACEXCLUDE;CPNYCNT1;ASIAX;BUSINESS;BONDWIRES;HEADS;MISC;EQUITYKEY;SOUTHASIA;BRIC;CMPPUB;BGOVBILLGO;WORLD;COMMONW;INDUSTRIES;CMP;BNK;MSCIEMAS;COS;SRCRANK1;BGOVCODES;FINNEWS;INDIA;SPREGIONS;EM;INEQUITY;ASIA;CMPAUTO,100;100;91;100;70;100;50;100;100;100;100;100;100;91;100;100;100;70;91;100;70;100;100;100;100;100;70;100;91;100;70;100,16233505,70
80001,2020-10-12T12:19:45.130+00:00,QI38WWT1UM16,ADD_STORY,ORIGINAL,BFW,*中國南方航空將發行160億元人民幣6年期可轉換債券,2020-10-12T12:19:44.998+00:00,CHINESE_TRAD,,0,2020-10-12T12:19:45.061+00:00,1055@HK,95,BBG001FL2Y43,BBG000BY1DB0,BIZNEWS;HK;MSCIWORLD;EQL;ACEXCLUDE;TRN;ASIAX;BUSINESS;HEADS;BFWEQCH;MARKETS;NASIA;CONVS;BRIC;COR;BFWCH;MSCIDVAS;MSCIEMAS;AIR;CHINA;COS;FINNEWS;EM;FIRSTWORD;BON;BFW;ASIA,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,18971520;21245352,70;70,1055@HK,98,BBG001FL2Y43,BBG000BY1DB0,BIZNEWS;HK;MSCIWORLD;EQL;EQTY;CONSD;FIRPT;ACEXCLUDE;TRN;CPNYCNT1;ASIAX;BUSINESS;BONDWIRES;CONS;HEADS;NEWBON;MISC;BFWFOCUS;FIALL;BFWEQCH;MARKETS;GOV;NASIA;EQUITYKEY;CONVS;BRIC;CVRTSALES;CHSOA;BGOVBILLGO;COR;WORLD;BFWCH;INDUSTRIES;BNLANG;MSCIDVAS;CHGOV;FISUB;INDUSTRIAL;MSCIEMAS;AIR;STK;CAPITALMKT;CHINA;PASSTRN;COS;SRCRANK1;BGOVCODES;FINNEWS;BFWEQ;HBN;AVIATION;SPREGIONS;POLIRISK;EM;FIRSTWORD;BON;BFW;ISSUE;ASIA;FIASST,100;70;100;100;100;100;100;70;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100,18971520;21245352,70;70
80001,2021-06-24T16:45:47.724+00:00,QV3MITDWLU69,UPDATE_ATTRIBUTE,ORIGINAL,BBO,The Stock Market Enters Late-Stage Fanaticism: Michelle Leder,2021-06-22T10:30:29.079+00:00,ENGLISH,,0,2021-06-24T16:45:47.461+00:00,ALPP,70,BBG00BBLTFQ3,BBG00BBLTGT8,STKTOPZ8;BIZNEWS;MSCIWORLD;NORTHAM;ONWEB;BUSINESS;BACKOPIN;MOSTREAD;LEDER;READ1500;READ150;MARKETS;USS;READ100;BBOPINION;US;STKTOPZ5;STKTOP;READ1000;STKTOPZ4;STKTOPZ2;STKTOPZ7;READ25;TOPBIZMKT;TOP;MKTTOP;CSM;PW;STKTOPZ3;OPINTOP;OPINION;ALLTOP;READ500;READ50;STK;MSCINAMER;FINNEWS;READ250;STKTOPZ6;READ700;OPINCOL;READ;COMTOP;ORIGINAL,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17287890;22136484,70;70,ALPP,70,BBG00BBLTFQ3,BBG00BBLTGT8,STKTOPZ8;COLUMNISTS;BIZNEWS;MSCIWORLD;NORTHAM;NORTHAMSTK;ACEXCLUDE;ONWEB;BUSINESS;BACKOPIN;G7MEMB;MOSTREAD;LEDER;MISC;READ1500;READ150;ALLFEA;COLUMNS;MARKETS;LAW;USS;READ100;BBOPINION;US;STKTOPZ5;STKTOP;ATTACHMENT;READ1000;STKTOPZ4;EQUITYKEY;STKTOPZ2;STKTOPZ7;READ25;BGOVBILLGO;ESGCONTROV;TOPBIZMKT;MAJOR;TOP;WORLD;MKTTOP;CSM;PW;OPINTOP;STKTOPZ3;OPINION;DEVECO;PHOTO;G10MEMB;ALLTOP;READ500;ESGRES;READ50;STK;TIMENI;SRCRANK1;TIMECO;MSCINAMER;BGOVCODES;FINNEWS;READ250;LAWPRAC;DEFAME;STKTOPZ6;READ700;SHI;OPINCOL;SPREGIONS;READ;COMTOP;ORIGINAL;FIXTURE,100;100;100;100;98;70;100;100;100;100;91;100;100;100;100;100;100;100;100;81;70;100;100;91;100;100;100;100;100;100;100;100;100;100;81;100;100;100;100;100;91;70;100;100;100;91;100;91;100;100;81;100;100;100;100;100;100;100;100;100;81;81;100;100;50;100;100;100;100;100;100,17287890;22136484;2281151,70;70;70
80001,2020-11-08T22:46:17.565+00:00,QJ9UQ0DWX2RI,UPDATE_ATTRIBUTE,ORIGINAL,BN,"*CLEAN HARBORS 3Q REV. $779.3M, -13% Y/Y, EST. $779.9M",2020-11-04T12:30:00.496+00:00,ENGLISH,,0,2020-11-08T22:46:17.454+00:00,CLH,95,BBG001FF10W0,BBG000BFRRX8,BIZNEWS;MSCIWORLD;NORTHAM;ERN;ACEXCLUDE;BUSINESS;HEADS;US;MA;CMP;SENTIMENT;COS;MSCINAMER;FINNEWS;HEADGEN;POSNEWS;ENVSVC;USNE;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,,,CLH,96,BBG001FF10W0,BBG000BFRRX8,BIZNEWS;MSCIWORLD;NORTHAM;ERN;ACEXCLUDE;CPNYCNT1;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;US;MA;EQUITYKEY;BGOVBILLGO;PADDIST;WORLD;INDUSTRIES;DEVECO;CMP;G10MEMB;INDUSTRIAL;SENTIMENT;COS;SRCRANK1;MSCINAMER;BGOVCODES;FINNEWS;HEADGEN;ENVSVC;POSNEWS;SPREGIONS;USNE;ALLSTATES;PADD1;CMPAUTO,100;100;98;100;70;100;100;91;100;100;100;91;70;100;100;70;100;70;91;100;91;70;100;100;100;100;100;100;100;70;100;100;100;70;70;100,,
80178,2021-05-18T07:21:08.960+00:00,QTAKF8MB2SJT,ADD_STORY,ORIGINAL,NS8,CNN Turk: Kalp krizini tetikleyen 3 neden!,2021-05-18T07:21:08.808+00:00,TURKISH,https://www.cnnturk.com/saglik/kalp-krizini-tetikleyen-3-neden,0,2021-05-18T07:21:08.812+00:00,,,,,,,,,,,,,MISC;SRCRANK3,100;100,,
80001,2021-03-30T05:02:41.742+00:00,QQPSLIBXCX6O,UPDATE_ATTRIBUTE,ORIGINAL,BN,"*AOW, HEXICON TO EXPLORE WIND OPPORTUNITIES OFFSHORE SWEDEN",2021-03-29T05:00:54.613+00:00,ENGLISH,,0,2021-03-30T05:02:41.669+00:00,AOWME@NO,95,BBG00W5DY392,BBG00WRCDH38,BIZNEWS;MSCIWORLD;ACEXCLUDE;BUSINESS;ALTNRG;NRG;FIRST;HEADS;NORWAY;NRGIND;EUROPE;COS;FINNEWS;SCAND;RLSHEAD;WIND;MSCIDVEUR,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,18989077;21936800;22047503,70;70;70,AOWME@NO,95,BBG00W5DY392,BBG00WRCDH38,BIZNEWS;MSCIWORLD;ACEXCLUDE;BUSINESS;ALTNRG;BONDWIRES;NRG;FIRST;HEADS;MISC;CMD;EMEAREGION;EQUITYKEY;BGOVBILLGO;NORWAY;WORLD;INDUSTRIES;DEVECO;NORDIC;NRGIND;EUROPE;CMDKEY;COS;SRCRANK1;BGOVCODES;FINNEWS;SCAND;SPREGIONS;RLSHEAD;NRGKEY;WIND;MSCIDVEUR;WEU,100;100;70;100;99;100;100;100;100;100;100;100;100;100;70;100;100;70;100;100;100;100;100;100;100;100;91;100;100;100;96;100;70,18989077;21936800;22047503,70;70;70
80001,2021-02-28T23:14:55.927+00:00,QOZ28TDWX2Q4,UPDATE_ATTRIBUTE,ORIGINAL,BFW,*CZECH JAN. INDUSTRIAL PPI RISES 1.3% M/M; EST. +0.7%,2021-02-23T08:00:29.478+00:00,ENGLISH,,0,2021-02-28T23:14:55.820+00:00,,,,,BIZNEWS;MSCIWORLD;CZECH;ACEXCLUDE;BUSINESS;HEADS;CMP;EUROPE;ECO;FINNEWS;EEU;MSCIEMEUR;EM;FIRSTWORD;BFW;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,3992563,70,,,,,BIZNEWS;MSCIWORLD;ECOSTAT;CZECH;ACEXCLUDE;DEBTKEY;BUSINESS;BONDWIRES;HEADS;MISC;EMEAREGION;CREDITKEY;EQUITYKEY;CEU;BGOVBILLGO;WORLD;FXKEY;CMP;EUROPE;SRCRANK1;ECO;EEU;BGOVCODES;FINNEWS;CEE;SPREGIONS;MSCIEMEUR;EM;FIRSTWORD;BFW;RATESKEY;CMPAUTO,100;100;100;100;70;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100,3992563,70
80001,2020-10-23T17:47:49.777+00:00,LUIDGF1A1I4J,UPDATE_ATTRIBUTE,ORIGINAL,BN,"*SPRINT'S MATT CARTER, WHOLESALE UNIT CHIEF, SPOKE IN INTERVIEW",2011-11-11T18:17:03.166+00:00,ENGLISH,,0,2020-10-23T17:47:49.671+00:00,T;VZ;TMUS,95;95;95,BBG001FDZFM6;BBG001FDY6Y4;BBG001H7TDK1,BBG000BSJK37;BBG000HS77T5;BBG000NDV1D4,TEL;MSCIWORLD;NORTHAM;NY;BUSINESS;MMN;HEADS;US;USMW;TX;TEC;RIF;USMA;KS;COS;TLS;MSCINAMER;FINNEWS;HANDHELD;WRLS;NP;USSW,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,4622628,70,T;7771787Q;VZ;TMUS,96;70;95;96,BBG001FDZFM6;BBG001FF5BF1;BBG001FDY6Y4;BBG001H7TDK1,BBG000BSJK37;BBG000BTXVW3;BBG000HS77T5;BBG000NDV1D4,TEL;BIZNEWS;MSCIWORLD;NORTHAM;NY;BUSINESS;G7MEMB;HAR;BONDWIRES;TMT;MMN;HEADS;MISC;MISCCOS;PADD3;CPR;US;USMW;EQUITYKEY;TX;BGOVBILLGO;PADDIST;WORLD;INDUSTRIES;DEVECO;TEC;G10MEMB;RIF;USMA;PADD2;KS;COS;SRCRANK1;TLS;MSCINAMER;BGOVCODES;FINNEWS;HANDHELD;WRLS;SPREGIONS;NP;USSW;ALLSTATES;PADD1,70;100;100;100;70;100;100;70;100;91;100;100;100;100;70;70;100;91;100;70;100;98;100;100;100;98;100;100;91;70;70;100;100;91;100;100;100;70;70;100;100;91;98;70,16404416;4622628,95;70
80178,2021-08-08T21:44:50.270+00:00,QXJIXYMB2SJN,UPDATE_ATTRIBUTE,ORIGINAL,NS8,Okaz: بدء تطبيق اشتراط الحصول على الجرعة الثانية من اللقاح للسفر خارج,2021-08-08T21:41:58.287+00:00,ARABIC,https://www.okaz.com.sa/news/local/2078092,0,2021-08-08T21:44:50.175+00:00,,,,,,,,,,,,,MISC;SRCRANK3,100;100,,
80178,2020-10-03T19:00:07.036+00:00,QHN3G6MB2SJN,ADD_STORY,ORIGINAL,NS5,Morgunbladid: Farðaðu þig eins og Sharon Stone í Basic Instinct,2020-10-03T19:00:06.915+00:00,ICELANDIC,https://www.mbl.is/smartland/tiska/2020/10/03/fardadu_thig_eins_og_sharon_stone_i_basic_instinct/,0,2020-10-03T19:00:06.927+00:00,,,,,,,,,,,,,BIZNEWS;BUSINESS;TMT;MISC;MED;INDUSTRIES;COS;SRCRANK3;ENT,39;39;39;100;39;39;39;100;39,,
80001,2021-08-23T21:32:32.774+00:00,QY4YPJT0AFB7,UPDATE_ATTRIBUTE,ORIGINAL,BN,*INDIA MPC'S VARMA SAYS ACCOMMODATIVE STANCE MERITS HARD LOOK,2021-08-20T11:32:07.310+00:00,ENGLISH,,0,2021-08-23T21:32:32.641+00:00,,,,,BIZNEWS;MSCIWORLD;FIN;ACEXCLUDE;BUSINESS;INB;INDECO;HEADS;RBI;INF;BRICECO;MARKETS;GOV;VOICES;AXB;SOUTHASIA;BRIC;CEN;RIF;MSCIEMAS;CECO;COS;ECO;FINNEWS;INDIA;ASB;INDFIN;EM;BON;GBN;CBM,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,17134261,70,,,,,BIZNEWS;MSCIWORLD;GLOBALMACR;ECOSTAT;FIN;ACEXCLUDE;INDGOV;EMD;DEBTKEY;ASIAX;BUSINESS;INB;BONDWIRES;INDECO;HEADS;RBI;INF;BRICECO;MISC;FIALL;MARKETS;GOV;VOICES;AXB;CREDITKEY;EQUITYKEY;SOUTHASIA;BRIC;BGOVBILLGO;WORLD;COMMONW;FXKEY;INDUSTRIES;CEN;RIF;FISUB;MSCIEMAS;ECOINDIC;INMONEY;CECO;COS;SRCRANK1;ECO;BGOVCODES;FINNEWS;INDIA;SPREGIONS;POLIRISK;ASB;INDFIN;EM;BON;RATESKEY;INEQUITY;ASIA;GBN;FIASST;CBM;FINMIN,100;100;100;70;70;70;70;70;100;50;100;70;100;91;100;70;70;100;100;100;100;100;70;91;100;100;100;100;100;100;100;100;70;91;100;98;100;70;100;100;91;100;100;100;100;100;100;100;98;70;100;100;100;100;100;91;100;100;70,17134261,70
80178,2021-04-09T05:22:18.811+00:00,QRA6X6MB2SJU,ADD_STORY,ORIGINAL,NS5,Банки.ру: Рубль немного слабеет к доллару и евро на утренних торгах,2021-04-09T05:22:18.667+00:00,RUSSIAN,https://www.banki.ru/news/lenta/?id=10944587,0,2021-04-09T05:22:18.671+00:00,,,,,,,,,%RUB;%USD;%EUR,100;100;100,;;,;;,BIZNEWS;STKEXC;BUSINESS;FXMARKET;MISC;MARKETS;MOEX;REGIONFILT;RUNEWS;FXKEY;FRX;EXC;SRCRANK3,100;82;100;99;100;100;82;100;100;100;100;82;100,,
80178,2021-06-25T21:32:17.212+00:00,QVA15TMB2SJK,ADD_STORY,ORIGINAL,NS4,みんかぶ: ◎ニューヨーク・マーカンタイル白金先物相場($/ﾄﾛｲｵﾝｽ) (10分ﾃﾞｨﾚｰ､ﾘ,2021-06-25T21:32:17.030+00:00,JAPANESE,https://minkabu.jp/news/3006978,0,2021-06-25T21:32:17.034+00:00,,,,,,,,,,,,,BIZNEWS;BUSINESS;FUTURES;MISC;MARKETS;SRCRANK2;DRV;JPALL,100;100;100;100;100;100;100;100,,
80001,2021-05-01T17:45:05.907+00:00,QSFVZ5T0G1KX,ADD_STORY,ORIGINAL,BN,"*FRANCE REPORTS 25,670 NEW CORONAVIRUS CASES IN 24 HOURS",2021-05-01T17:45:05.832+00:00,ENGLISH,,0,2021-05-01T17:45:05.836+00:00,,,,,BIZNEWS;MSCIWORLD;ACEXCLUDE;VIRALILL;BUSINESS;GENHEA;HEADS;INFECT;ILLNESS;HEA;CORONAVIR;RIF;EMC;EUROPE;COS;FINNEWS;FRA;MSCIDVEUR,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,1707996,70,,,,,BIZNEWS;MSCIWORLD;ACEXCLUDE;VIRALILL;BUSINESS;G7MEMB;BONDWIRES;GENHEA;HEADS;MISC;INFECT;EMEAREGION;ILLNESS;EQUITYKEY;HEA;BGOVBILLGO;CORONAVIR;WORLD;INDUSTRIES;DEVECO;G10MEMB;RIF;EMC;EUROPE;COS;SRCRANK1;BGOVCODES;FINNEWS;SPREGIONS;FRA;MSCIDVEUR;WEU,100;100;70;100;98;70;100;100;100;100;100;91;100;100;70;100;100;100;70;70;70;100;91;91;91;100;100;100;100;70;100;70,1707996,70
80001,2021-08-17T12:37:51.260+00:00,QXZHIGDWRGGH,UPDATE_ATTRIBUTE,ORIGINAL,BFW,"*U.S. JULY RETAIL SALES EX-AUTOS, GAS FALL 0.7% M/M; EST. -0.1%",2021-08-17T12:32:40.897+00:00,ENGLISH,,0,2021-08-17T12:37:51.119+00:00,,,,,BIZNEWS;MSCIWORLD;NORTHAM;ECOSTAT;USGOV;ACEXCLUDE;BUSINESS;CONS;HEADS;G7ECOS;MARKETS;GOV;COM;US;BFWFI;USECO;READ25;BFWRATE;GOVMISC;FXKEY;CMP;FRX;CECO;COS;ECO;BFWRTUS;MSCINAMER;FINNEWS;RET;FIRSTWORD;BFW;SQUAWKMACR;BFWFX;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,,,,,,,METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;SQUAWK;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;FUTURES;CONS;HEADS;MISC;BFWFOCUS;G7ECOS;FIALL;MARKETS;GOV;CMD;COM;US;BFWFI;CREDITKEY;EQUITYKEY;AGRKEY;USECO;READ25;BFWRATE;BGOVBILLGO;DRV;WORLD;COMSTAT;GOVMISC;CMDMISC;FXKEY;INDUSTRIES;DEVECO;CMP;OILKEY;CEN;G10MEMB;BROKERLITE;FRX;CMDKEY;CECO;COS;SRCRANK1;ECO;BFWRTUS;MSCINAMER;BGOVCODES;FINNEWS;RET;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BFW;G8;RATESKEY;SQUAWKMACR;FIASST;BFWFX;CMPAUTO,100;100;100;100;100;100;100;97;70;100;100;100;100;62;100;100;100;100;100;100;97;100;97;85;100;100;100;100;100;74;100;100;100;62;100;97;100;97;100;100;100;100;100;100;100;100;70;100;100;100;100;100;100;100;100;100;99;97;100;100;100;100;100;100;100;100;100;100;100;100;100,,
80178,2021-07-09T16:33:57.078+00:00,QVZKOKMB2SK1,ADD_STORY,ORIGINAL,NS6,"Bus Insider.au: Apple co-founder Steve Wozniak says he's 'totally supportive' of tech users right to fix their gadgets, which",2021-07-09T16:33:56.837+00:00,ENGLISH,https://www.businessinsider.com.au/apple-steve-wozniak-supports-users-right-to-repair-2021-7,0,2021-07-09T16:33:56.842+00:00,,,,,,,,,MSFT;AAPL,50;99,BBG001FDZT64;BBG001FDZRP7,BBG000BPH459;BBG000B9XRY4,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;BUSINESS;G7MEMB;CONS;MISC;HOU;GOV;US;EXE;SRCRANK2;WORLD;INDUSTRIES;DEVECO;TEC;G10MEMB;GEN;CONSS;COS;MSCINAMER;DC;SPREGIONS;POLIRISK,91;49;49;49;82;49;50;100;50;49;49;49;100;49;82;49;64;49;49;50;82;49;49;49;49,13387985;1502077;1558067,70;70;95
80178,2020-10-02T14:04:14.991+00:00,QHKV32MB2SKF,ADD_STORY,ORIGINAL,NS6,"Express India: Hathras rape case Live Updates: Arvind Kejriwal joins protest at Jantar Mantar, says strictest punishment should",2020-10-02T14:04:14.753+00:00,ENGLISH,https://indianexpress.com/article/india/hathras-gangrape-protests-live-updates-rahul-gandhi-priyanka-section-144-6662957/,0,2020-10-02T14:04:14.769+00:00,,,,,,,,,,,,,UNREST;BIZNEWS;ASIAX;MISC;PROTESTS;ESGCONTROV;WORLD;GENEVENT;GEN;ESGRES;SRCRANK3;NEGATIVE;SPREGIONS;POLIRISK;INEQUITY,87;87;50;100;87;87;50;87;87;87;100;100;50;87;100,16733492,95
80001,2021-02-02T19:44:09.439+00:00,QNX2TLGFR4SH,ADD_STORY,ORIGINAL,BFW,Mindray Bio-Medical Rated New Buy at Goldman; PT 588.63 yuan,2021-02-02T19:44:09.288+00:00,ENGLISH,,0,2021-02-02T19:44:09.294+00:00,300760@CH,95,BBG001H1W9H3,BBG001BWYXF8,ANACHANGE;BFWAS;BIZNEWS;ANA;BMRINIT;RESEARCH;ANACHGBA;CMP;BMRRATING;BFWEQ;ANABUY;FIRSTWORD;BFW;ORIGINAL;ANANEW;CMPAUTO,70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70,,,300760@CH,96,BBG001H1W9H3,BBG001BWYXF8,ANACHANGE;BFWAS;BIZNEWS;ANA;EQTY;CPNYCNT1;BUSINESS;BONDWIRES;ANAMOVES;BMRINIT;MISC;BFWFOCUS;RESEARCH;EQUITYKEY;BMRUNVRAT;BGOVBILLGO;ANACHGBA;MAJOR;BMRANACHG;CMP;COS;SRCRANK1;BMRRATING;POSITIVE;BGOVCODES;BFWEQ;NEWSROOMBA;ANABUY;FIRSTWORD;BFW;ORIGINAL;ANANEW;CMPAUTO,100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100,,
